OBJECTID,PRE_DIR_TX,PRE_TYPE_T,NAME_TX,SUF_TYPE_T,SUF_DIR_TX,SUFFIX_TX,FULL_NAME,NEW_NM_ID
130395,,,EASTVIEW,DRIVE,,,EASTVIEW DR,601180
130396,,,ROSEVILLE,LANE,,,ROSEVILLE LN,634152
130397,,,REARDON,STREET,,,REARDON ST,719417
130398,,,PAPAGNI,CIRCLE,,,PAPAGNI CIR,845226
130399,,,FRONGILLO FARM,ROAD,,,FRONGILLO FARM RD,838223
130400,,,NAVAJO,ROAD,,,NAVAJO RD,716382
130401,,,WEST HILL,TERRACE,,,WEST HILL TER,655322
130402,,,EAGLE,TERRACE,,,EAGLE TER,702314
130403,,,URECO,TERRACE,,,URECO TER,663252
130404,,,MARISSA,CIRCLE,,,MARISSA CIR,860113
130405,,,BURMAN,AVENUE,,,BURMAN AVE,673352
130406,,,FENTON,DRIVE,,,FENTON DR,624273
130407,,,CHRISTINE,DRIVE,,,CHRISTINE DR,843223
130408,,,TOBIAS BOLAND,WAY,,,TOBIAS BOLAND WAY,805098
130409,,,CHATHAM,PLACE,,,CHATHAM PL,734206
130410,,,SNOWBELL,LANE,,,SNOWBELL LN,788475
130411,,,BIRCHBRUSH,LANE,,,BIRCHBRUSH LN,786476
130520,,,WESTBROOK,ROAD,,,WESTBROOK RD,667272
130521,,,WESTDALE,STREET,,,WESTDALE ST,881128
130522,,,WESTFIELD,STREET,,,WESTFIELD ST,681186
130523,,,WESTINGHOUSE,PARKWAY,,,WESTINGHOUSE PKWY,717392
130524,,,WESTLAND,STREET,,,WESTLAND ST,703242
130525,,,WESTMINSTER,STREET,,,WESTMINSTER ST,769265
130526,,,WESTMORLAND,DRIVE,,,WESTMORLAND DR,550283
130527,,,WESTOVER,ROAD,,,WESTOVER RD,769409
130528,,,WESTPORT,ROAD,,,WESTPORT RD,665378
130529,,,WESTVIEW,ROAD,,,WESTVIEW RD,648237
130530,,,WESTWOOD,CIRCLE,,,WESTWOOD CIR,688299
130531,,,WESTWOOD,DRIVE,,,WESTWOOD DR,680299
130532,,,WETHERELL,STREET,,,WETHERELL ST,671232
130533,,,WHARTON,STREET,,,WHARTON ST,652187
130534,,,WHEELER,AVENUE,,,WHEELER AVE,707287
130535,,,WHIPPLE,STREET,,,WHIPPLE ST,749093
130536,,,WHIPPOORWILL,DRIVE,,,WHIPPOORWILL DR,755462
130537,,,WHISPER,DRIVE,,,WHISPER DR,634332
130538,,,WHITE,AVENUE,,,WHITE AVE,826347
130539,,,WHITE BIRCH,DRIVE,,,WHITE BIRCH DR,602237
130540,,,WHITLA,DRIVE,,,WHITLA DR,893133
130541,,,WHITMAN,ROAD,,,WHITMAN RD,720279
130542,,,WHITMARSH,AVENUE,,,WHITMARSH AVE,762360
130543,,,WHITNEY,STREET,,,WHITNEY ST,745144
130544,,,WHITTIER,STREET,,,WHITTIER ST,748289
130545,,,WIGWAM,AVENUE,,,WIGWAM AVE,852239
130546,,,WIGWAM HILL,DRIVE,,,WIGWAM HILL DR,856295
130547,,,WILBUR,STREET,,,WILBUR ST,773471
130548,,,WILDEY,AVENUE,,,WILDEY AVE,756345
130549,,,WILDROSE,AVENUE,,,WILDROSE AVE,577277
130550,,,WILDWOOD,AVENUE,,,WILDWOOD AVE,600159
130551,,,WILKINSON,STREET,,,WILKINSON ST,765351
130552,,,WILLARD,AVENUE,,,WILLARD AVE,615258
130553,,,WILLIAM,STREET,,,WILLIAM ST,724226
130554,,,WILLIAMSBERG,DRIVE,,,WILLIAMSBERG DR,612189
130555,,,WILLIS,STREET,,,WILLIS ST,745290
130556,,,WILLOW,STREET,,,WILLOW ST,661187
130557,,,WILLOWBROOK,LANE,,,WILLOWBROOK LN,675300
130558,,,WILLVAIL,STREET,,,WILLVAIL ST,601120
130559,,,WILSON,STREET,,,WILSON ST,801232
130560,,,WILTSHIRE,DRIVE,,,WILTSHIRE DR,702291
130561,,,WINCHESTER,AVENUE,,,WINCHESTER AVE,615136
130562,,,WINCO,ROAD,,,WINCO RD,852284
130563,,,WINDEMERE,ROAD,,,WINDEMERE RD,584277
130564,,,STONE HAVEN,WAY,,,STONE HAVEN WAY,559268
130565,,,MINK'S,CIRCLE,,,MINK'S CIR,853215
130566,,,BANNISTER,STREET,,,BANNISTER ST,805394
130567,,,BIGELOW DAVIS,PARKWAY,,,BIGELOW DAVIS PKWY,867198
130568,,,SHIRRINGHAM,LANE,,,SHIRRINGHAM LN,637367
130569,,,FRANCIS J. MCGRATH,BOULEVARD,,,FRANCIS J. MCGRATH BLVD,744190
130570,,,JEREMIAH'S,LANE,,,JEREMIAH'S LN,561275
129860,,,CHEYENNE,ROAD,,,CHEYENNE RD,718377
129861,,,CHICOPEE,STREET,,,CHICOPEE ST,618225
129862,,,CHILMARK,COURT,,,CHILMARK CT,803237
129863,,,CHILMARK,STREET,,,CHILMARK ST,800234
129864,,,CHILTERN HILL,DRIVE,,,CHILTERN HILL DR,652288
129865,,,CHILTERN HILL,DRIVE,NORTH,,CHILTERN HILL DR NORTH,648301
129866,,,CHINO,AVENUE,,,CHINO AVE,832355
129867,,,CHIPPEWA,ROAD,,,CHIPPEWA RD,674264
129868,,,CHRISTINE,STREET,,,CHRISTINE ST,765353
129869,,,CHRISTY,COURT,,,CHRISTY CT,794458
129870,,,CHROME,STREET,,,CHROME ST,791188
129871,,,DOLAN,STREET,,,DOLAN ST,776391
129872,,,DOLLY,DRIVE,,,DOLLY DR,834108
129873,,,DOMINION,ROAD,,,DOMINION RD,856275
129874,,,DONNA,ROAD,,,DONNA RD,655349
129875,,,DORAN,ROAD,,,DORAN RD,713325
129876,,,DORCAS,STREET,,,DORCAS ST,888139
129877,,,DORCHESTER,STREET,,,DORCHESTER ST,775169
129878,,,DORIS,STREET,,,DORIS ST,753447
129879,,,DOROTHY,AVENUE,,,DOROTHY AVE,774367
129880,,,DORRANCE,STREET,,,DORRANCE ST,728141
129881,,,DORSET,STREET,,,DORSET ST,624261
129882,,,DOUGLAS,COURT,,,DOUGLAS CT,705144
129883,,,DOUGLAS,STREET,,,DOUGLAS ST,707143
129884,,,DOVER,STREET,,,DOVER ST,713242
129885,,,DOWNING,STREET,,,DOWNING ST,685172
129886,,,DOYLE,STREET,,,DOYLE ST,777424
129887,,,ELMER,STREET,,,ELMER ST,648154
129888,,,ELMIRE,AVENUE,,,ELMIRE AVE,834185
129889,,,ELMWOOD,STREET,,,ELMWOOD ST,673243
129890,,,ELNORA,DRIVE,,,ELNORA DR,790342
129891,,,ELTON,STREET,,,ELTON ST,853192
129892,,,ELY,STREET,,,ELY ST,713191
129893,,,EMERSON,ROAD,,,EMERSON RD,764387
129894,,,EMERSON,STREET,,,EMERSON ST,823221
129895,,,EMERY,STREET,,,EMERY ST,850153
129896,,,EMILE,STREET,,,EMILE ST,830169
129897,,,EMILY,STREET,,,EMILY ST,687409
129898,,,VAUGHN,AVENUE,,,VAUGHN AVE,607125
129899,,,ENDICOTT,STREET,,,ENDICOTT ST,749165
129900,,,ENFIELD,STREET,,,ENFIELD ST,679184
129901,,,ENGLEWOOD,AVENUE,,,ENGLEWOOD AVE,655183
129902,,,ENID,STREET,,,ENID ST,850164
129903,,,ENVELOPE,TERRACE,,,ENVELOPE TER,804228
129904,,,EPWORTH,STREET,,,EPWORTH ST,731098
129905,,,ERICKSON,COURT,,,ERICKSON CT,744059
129906,,,ERICSSON,STREET,,,ERICSSON ST,754348
129907,,,ERIE,AVENUE,,,ERIE AVE,826356
129908,,,ERNEST,AVENUE,,,ERNEST AVE,839178
129909,,,HIDDEN FARMS,DRIVE,,,HIDDEN FARMS DR,646356
129910,,,ESKOW,ROAD,,,ESKOW RD,859084
129911,,,ESPER,AVENUE,,,ESPER AVE,603215
129912,,,LAURELBROOK,DRIVE,,,LAURELBROOK DR,604150
129913,,,ESTABROOK,ROAD,,,ESTABROOK RD,695398
129914,,,ESTHER,STREET,,,ESTHER ST,758124
129747,,,VALLEY VIEW,LANE,,,VALLEY VIEW LN,833138
129915,,,ETHAN ALLEN,STREET,,,ETHAN ALLEN ST,724196
130081,,,BEECHMONT,STREET,,,BEECHMONT ST,701262
130247,,,SOUTHBRIDGE,STREET,,,SOUTHBRIDGE ST,721147
130412,,,SUMMERLAND,WAY,,,SUMMERLAND WAY,633340
130571,,,BLUEHILL,ROAD,,,BLUEHILL RD,775354
130413,,,OLDE MILLBURY,STREET,,,OLDE MILLBURY ST,744153
130414,,,ACCESS,ROAD,,,ACCESS RD,784312
130415,,,KINGSTON,COMMON,,,KINGSTON COMMON,636364
130416,,,SALISBURY,WAY,,,SALISBURY WAY,635357
130417,,,NEW LUDLOW,STREET,,,NEW LUDLOW ST,603127
130418,,,NOEL,COURT,,,NOEL CT,727149
130419,,,HICKORY HILL ESTATES,,,,HICKORY HILL ESTATES,851115
130420,,,NORTH,ROAD,,,NORTH RD,853269
130421,,,FIRST,ROAD,,,FIRST RD,849262
130422,,,SECOND,ROAD,,,SECOND RD,851260
130423,,,SOUTH,ROAD,,,SOUTH RD,851256
130424,,,SHENANDOAH,CIRCLE,,,SHENANDOAH CIR,810346
130425,,,GETTYSBURG,ROAD,,,GETTYSBURG RD,817347
130426,,,HARPERS FERRY,,,,HARPERS FERRY,811342
130427,,,VICKSBURG,AVENUE,,,VICKSBURG AVE,818336
130428,,,GINGERBREAD,TRAIL,,,GINGERBREAD TRAIL,665235
130429,,,SOPHIA,DRIVE,,,SOPHIA DR,728085
130430,,,HONEYSUCKLE,ROAD,,,HONEYSUCKLE RD,730080
130431,,,HOLLY,TERRACE,,,HOLLY TER,727087
130432,,,LILAC,LANE,,,LILAC LN,727090
130433,,,PEARLBUSH,PATH,,,PEARLBUSH PATH,733089
130434,,,ELLIE,WAY,,,ELLIE WAY,719094
130435,,,NANCY JOHNSON,WAY,,,NANCY JOHNSON WAY,775296
130436,,,FIRE,ROAD,,,FIRE RD,633335
130437,,,NEWINGTON,LANE,,,NEWINGTON LN,626339
130438,,,STAMFORD,LANE,,,STAMFORD LN,625338
130439,,,PEMBROOK,LANE,,,PEMBROOK LN,623339
130440,,,WHITEHAVEN,LANE,,,WHITEHAVEN LN,621338
130441,,,BLACKWELL,LANE,,,BLACKWELL LN,621339
130442,,,PRIMMETT,LANE,,,PRIMMETT LN,617339
130443,,,MCAVEY,WAY,,,MCAVEY WAY,892107
130444,,,RODI,CIRCLE,,,RODI CIR,604138
130445,,,DWIGHT,STREET,,,DWIGHT ST,700138
130446,,STATE ROUTE,146,,,,ROUTE 146,775104
130447,,,NAUMAAN,LANE,,,NAUMAAN LN,812389
130448,,,RUSTIC,DRIVE,,EXTENSION,RUSTIC DR EXT,633275
130449,,,ROSELAND,ROAD,,,ROSELAND RD,704299
130450,,,SHAWMUT,STREET,,,SHAWMUT ST,711216
130451,,,VISBY,STREET,,,VISBY ST,756107
130452,,,VOLKMAR,ROAD,,,VOLKMAR RD,766418
130453,,,WABAN,AVENUE,,,WABAN AVE,875147
130454,,,WACHUSETT,STREET,,,WACHUSETT ST,739241
130455,,,WADE,STREET,,,WADE ST,749156
130456,,,WAHNITA,ROAD,,,WAHNITA RD,785375
130457,,,WAKEFIELD,STREET,,,WAKEFIELD ST,788301
130458,,,WALDO,STREET,,,WALDO ST,749218
130459,,,WALES,STREET,,,WALES ST,810046
130460,,,WALLACE,STREET,,,WALLACE ST,788303
130461,,,WALLINGFORD,ROAD,,,WALLINGFORD RD,743047
130462,,,WALNUT,STREET,,,WALNUT ST,742220
130463,,,WALNUT HILL,DRIVE,,,WALNUT HILL DR,633206
130464,,,WALPOLE,STREET,,,WALPOLE ST,699150
130465,,,WALTER,STREET,,,WALTER ST,630291
130572,,,SHADYBROOK,LANE,,,SHADYBROOK LN,607153
130573,,,HEMANS,COURT,,,HEMANS CT,739291
130574,,,PIERCE,AVENUE,,,PIERCE AVE,803332
130575,,,AUSTIN,PLACE,,,AUSTIN PL,730204
130576,,,ESSEX,COURT,,,ESSEX CT,727198
130577,,,FAIRCHILD,AVENUE,,,FAIRCHILD AVE,787493
130578,,,BIDDEFORD,AVENUE,,,BIDDEFORD AVE,763370
130579,,,EXCHANGE,PLACE,,,EXCHANGE PL,748220
130580,,,ATHENS,STREET,,,ATHENS ST,810208
130581,,,SUMMER,STREET,,COURT,SUMMER ST CT,762210
130582,,,BRIARWOOD,TERRACE,,,BRIARWOOD TER,826399
130583,,,JOPPA,WAY,,,JOPPA WAY,569256
130584,,,O'HARA,CIRCLE,,,O'HARA CIR,907119
130585,,,FAIRVIEW,AVENUE,,,FAIRVIEW AVE,594192
130586,,,PICKWICK'S,CIRCLE,,,PICKWICK'S CIR,702344
130587,,,EMPIRE,STREET,,,EMPIRE ST,852202
130588,,,MLK JR.,BOULEVARD,,,MLK JR. BLVD,754223
130589,,,PAULINE,STREET,,,PAULINE ST,639089
130590,,,KNEELAND,COURT,,,KNEELAND CT,781212
130591,,,LOIS,LANE,,,LOIS LN,696219
130592,,,QUANSET,ROAD,,,QUANSET RD,858283
130593,,,BERKELEY,STREET,,,BERKELEY ST,779220
130594,,,SALA,STREET,,,SALA ST,724396
130595,,,CHURCH,STREET,,,CHURCH ST,749205
130596,,,WOODHAVEN,LANE,,,WOODHAVEN LN,652312
130597,,,CROWN,STREET,,PLACE,CROWN ST PL,726205
130598,,,WALDO,STREET,,PLACE,WALDO ST PL,748219
130599,,,DIXON,AVENUE,SOUTH,,DIXON AVE SOUTH,631082
130600,,,PLANTATION,PARKWAY,,,PLANTATION PKWY,844288
130601,,,EATON,PLACE,,,EATON PL,756207
130602,,,MERCANTILE,STREET,,,MERCANTILE ST,754210
130603,,,TRUMBULL,STREET,,,TRUMBULL ST,753203
130604,,,ST. PAUL,DRIVE,,,ST. PAUL DR,667280
130605,,,ST. NICHOLAS,AVENUE,,,ST. NICHOLAS AVE,802379
130606,,,ST. MARK'S,ROAD,,,ST. MARK'S RD,789409
130607,,,ST. LOUIS,STREET,,,ST. LOUIS ST,793074
130608,,,ST. KEVIN,ROAD,,,ST. KEVIN RD,630090
130609,,,HYATT,STREET,,,HYATT ST,595112
130610,,,COURT,STREET,,,COURT ST,748236
130611,,,KETTLEBROOK,WAY,,,KETTLEBROOK WAY,592097
130612,,,JANICE NADEAU,WAY,,,JANICE NADEAU WAY,713548
130613,,,SUMMIT PARK,ROAD,,,SUMMIT PARK RD,788471
130614,,,SUNRISE,AVENUE,,EXTENSION,SUNRISE AVE EXT,728406
130615,,,WOODCLIFFE,AVENUE,,EXTENSION,WOODCLIFFE AVE EXT,825116
130616,,,WEYMOUTH,STREET,,,WEYMOUTH ST,808303
130617,,,WAMPUM,TRAIL,,,WAMPUM TRAIL,860289
130618,,,HOLBROOK,STREET,,,HOLBROOK ST,829194
130619,,,LOOP,ROAD,,,LOOP RD,768400
130620,,,ALDEN,STREET,,,"ALDEN ST, AUBURN",650083
130621,,,OXFORD,STREET,,,"OXFORD ST, AUBURN",646083
130622,,,ARLENE,DRIVE,,,"ARLENE DR, PAXTON",525285
130623,,,SUMNER,STREET,,,"SUMNER ST, AUBURN",648084
129916,,,ETHEL,PLACE,,,ETHEL PL,696143
129917,,,ETRE,DRIVE,,,ETRE DR,912118
129918,,,EUCLID,AVENUE,,,EUCLID AVE,756148
129919,,,EUNICE,AVENUE,,,EUNICE AVE,782378
129920,,,EUREKA,STREET,,,EUREKA ST,616123
129921,,,EUREKA,TERRACE,,,EUREKA TER,612128
129922,,,EUSTIS,STREET,,,EUSTIS ST,788465
129923,,,EVELYN,STREET,,,EVELYN ST,754076
129924,,,EVERARD,STREET,,,EVERARD ST,788253
129925,,,EVERETT,STREET,,,EVERETT ST,736224
129926,,,EVERETT GAYLORD,BOULEVARD,,,EVERETT GAYLORD BLVD,759234
129927,,,EVERGREEN,LANE,,,EVERGREEN LN,824138
129928,,,EVERS,STREET,,,EVERS ST,688094
129929,,,EVERTON,AVENUE,,,EVERTON AVE,806146
129930,,,EXCHANGE,STREET,,,EXCHANGE ST,749221
129931,,,EXETER,STREET,,,EXETER ST,681137
129932,,,FAIRBANKS,STREET,,,FAIRBANKS ST,763141
129933,,,FAIRFAX,ROAD,,,FAIRFAX RD,750137
129934,,,FAIRHAVEN,ROAD,,,FAIRHAVEN RD,770378
129935,,,FAIRLAWN,DRIVE,,,FAIRLAWN DR,648203
129936,,,FAIRMONT,AVENUE,,,FAIRMONT AVE,805182
129937,,,FALCON,STREET,,,FALCON ST,605112
129938,,,FALES,STREET,,,FALES ST,767384
129939,,,FALMOUTH,STREET,,,FALMOUTH ST,757100
129940,,,FANTASIA,DRIVE,,,FANTASIA DR,791218
129941,,,FARADAY,STREET,,,FARADAY ST,745254
129942,,,FARM,STREET,,,FARM ST,599199
129943,,,FARMINGTON,STREET,,,FARMINGTON ST,602111
129944,,,FARNUM,STREET,,,FARNUM ST,704253
129945,,,FARNUM,TERRACE,,,FARNUM TER,702251
129946,,,FARRAR,AVENUE,,,FARRAR AVE,817174
129947,,,FARRINGTON,STREET,,,FARRINGTON ST,822182
129948,,,FARWELL,STREET,,,FARWELL ST,775238
129949,,,FAUST,STREET,,,FAUST ST,605110
129950,,,HENRIETTA,STREET,,,HENRIETTA ST,753126
129951,,,HENRY,STREET,,,HENRY ST,783213
129952,,,HENRY,TERRACE,,,HENRY TER,750096
129953,,,HENSHAW,STREET,,,HENSHAW ST,619124
129954,,,HERBERT,ROAD,,,HERBERT RD,662228
129955,,,HERMITAGE,LANE,,,HERMITAGE LN,781264
129956,,,HERMON,STREET,,,HERMON ST,734184
129957,,,HEROULT,ROAD,,,HEROULT RD,717391
129958,,,HEYWOOD,STREET,,,HEYWOOD ST,790155
129959,,,HIBISCUS,DRIVE,,,HIBISCUS DR,650372
129960,,,HICKORY,DRIVE,,,HICKORY DR,624305
129961,,,HIGGINS,STREET,,,HIGGINS ST,756409
129962,,,HIGH,STREET,,,HIGH ST,737205
129963,,,HIGH RIDGE,ROAD,,,HIGH RIDGE RD,641270
129964,,,HIGHLAND,STREET,,,HIGHLAND ST,717238
129965,,,HIGHLAND,TERRACE,,,HIGHLAND TER,686242
129966,,,HIGHROCK,LANE,,,HIGHROCK LN,604318
129967,,,HILDA,STREET,,,HILDA ST,806358
129968,,,HILL,STREET,,,HILL ST,776213
129969,,,HILL TOP,CIRCLE,,,HILL TOP CIR,639285
129970,,,HILLCREST,AVENUE,,,HILLCREST AVE,641273
130082,,,BEL AIR,STREET,,,BEL AIR ST,639291
130083,,,BELCOURT,ROAD,,,BELCOURT RD,857280
130084,,,BELISLE,AVENUE,,,BELISLE AVE,701094
130085,,,BELLEVUE,STREET,,,BELLEVUE ST,703203
130086,,,BELLINGHAM,ROAD,,,BELLINGHAM RD,782363
130087,,,BELLVISTA,ROAD,,,BELLVISTA RD,623255
130088,,,BELMONT,STREET,,,BELMONT ST,812248
130089,,,BELVIDERE,AVENUE,,,BELVIDERE AVE,778318
130090,,,BEN,DRIVE,,,BEN DR,876178
130091,,,BENEDICT,ROAD,,,BENEDICT RD,822219
130092,,,BENEFIT,STREET,,,BENEFIT ST,718177
130093,,,BENEFIT,TERRACE,,,BENEFIT TER,717176
130094,,,BENHAM,STREET,,,BENHAM ST,846167
130095,,,BENJAMIN,ROAD,,,BENJAMIN RD,593271
130096,,,BENOIT,STREET,,,BENOIT ST,847156
130097,,,BENSON,AVENUE,,,BENSON AVE,842333
130098,,,BENSON,AVENUE,,EXTENSION,BENSON AVE EXT,843331
130099,,,BENSON,COURT,,,BENSON CT,747063
130100,,,BENSON,STREET,,,BENSON ST,830146
130101,,,BERGIN,LANE,,,BERGIN LN,622187
130102,,,BERGSTROM,ROAD,,,BERGSTROM RD,791407
130103,,,CARRIAGE HOUSE,LANE,,,CARRIAGE HOUSE LN,703400
130104,,,BERKMANS,STREET,,,BERKMANS ST,668220
130105,,,BERKSHIRE,STREET,,,BERKSHIRE ST,724236
130106,,,BERNICE,STREET,,,BERNICE ST,655091
130107,,,BERWICK,LANE,,,BERWICK LN,655264
130108,,,BERWICK,STREET,,,BERWICK ST,653266
130109,,,BETHANY,STREET,,,BETHANY ST,825146
130110,,,DIXON,AVENUE,,,DIXON AVE,789304
130111,,,BIGELOW,STREET,,,BIGELOW ST,742169
130112,,,VIG'S,WAY,,,VIG'S WAY,887131
130113,,,BILLOW,STREET,,,BILLOW ST,888134
130114,,,BILTMORE,ROAD,,,BILTMORE RD,630267
130115,,,BIRCH,STREET,,,BIRCH ST,673167
130116,,,BIRCH HILL,ROAD,,,BIRCH HILL RD,721400
130117,,,BIRCHWOOD,ROAD,,,BIRCHWOOD RD,645350
130118,,,BIRD,STREET,,,BIRD ST,856185
130119,,,BIRMINGHAM,ROAD,,,BIRMINGHAM RD,775403
130120,,,BISHOP,AVENUE,,,BISHOP AVE,636147
130121,,,BISLAND,ROAD,,,BISLAND RD,753059
130122,,,BJORKLUND,AVENUE,,,BJORKLUND AVE,677373
130123,,,ANNA,STREET,,,ANNA ST,861221
130124,,,ANNISQUAM,STREET,,,ANNISQUAM ST,614256
130125,,,JUDITH,ROAD,,,JUDITH RD,634200
130126,,,HAMILTON,STREET,,,HAMILTON ST,826187
130127,,,AVERY,PATH,,,AVERY PATH,618170
130128,,,HAMMOND,STREET,,,HAMMOND ST,716171
130129,,,HAMPDEN,STREET,,,HAMPDEN ST,722233
130130,,,HAMPTON,STREET,,,HAMPTON ST,817137
130131,,,HANCOCK,STREET,,,HANCOCK ST,699165
130132,,,ALDRICH,STREET,,,ALDRICH ST,737210
130133,,,LIBRARY,LANE,,,LIBRARY LN,748198
130134,,,LISBON,STREET,,,LISBON ST,654182
130135,,,LODGE,STREET,,,LODGE ST,822142
130136,,,LORENZ,STREET,,,LORENZ ST,797342
129748,,,VALMOR,STREET,,,VALMOR ST,839158
129749,,,VAN,STREET,,,VAN ST,644221
129750,,,VARNEY,STREET,,,VARNEY ST,802331
129751,,,VARNUM,STREET,,,VARNUM ST,626127
129752,,,VASSAR,STREET,,,VASSAR ST,667266
129753,,,VEGA,LANE,,,VEGA LN,681381
129754,,,VELANDER,STREET,,,VELANDER ST,785259
129755,,,VENDORA,ROAD,,,VENDORA RD,768427
129756,,,VENTURA,ROAD,,,VENTURA RD,813243
129757,,,VENUS,DRIVE,,,VENUS DR,671385
129758,,,VERDI,ROAD,,,VERDI RD,792227
129759,,,VERMONT,AVENUE,,,VERMONT AVE,606164
129760,,,VERNON,STREET,,,VERNON ST,762147
129761,,,VERNON,TERRACE,,,VERNON TER,763166
129762,,,VESPER,STREET,,,VESPER ST,639266
129763,,,POLLOCK,STREET,,,POLLOCK ST,842228
129764,,,POMONA,ROAD,,,POMONA RD,608268
129765,,,POMPANO,ROAD,,,POMPANO RD,796352
129766,,,POND,STREET,,,POND ST,758189
129767,,,PONIKEN,ROAD,,,PONIKEN RD,721369
129768,,,POPLAR,STREET,,,POPLAR ST,721321
129769,,,PORTER,STREET,,,PORTER ST,876150
129770,,,PORTLAND,STREET,,,PORTLAND ST,744201
129771,,,POTOMSKA,STREET,,,POTOMSKA ST,629206
129772,,,POWERS,COURT,,,POWERS CT,736279
129773,,,PRATT,ROAD,,,PRATT RD,704417
129774,,,PRATT,STREET,,,PRATT ST,723281
129775,,,PRENTICE,STREET,,,PRENTICE ST,817244
129776,,,PRESCOTT,STREET,,,PRESCOTT ST,750265
129777,,,PRESTON,STREET,,,PRESTON ST,719194
129778,,,PRIMROSE,STREET,,,PRIMROSE ST,834131
129779,,,PRINCETON,STREET,,,PRINCETON ST,717145
129780,,,PRIOULX,STREET,,,PRIOULX ST,747293
129781,,,PROCTOR,STREET,,,PROCTOR ST,728325
129782,,,PROGRESSIVE,STREET,,,PROGRESSIVE ST,845157
129783,,,CARBON,STREET,,,CARBON ST,757243
129784,,,CARGILL,AVENUE,,,CARGILL AVE,755140
129785,,,CARLETON,STREET,,,CARLETON ST,629114
129786,,,CARLISLE,STREET,,,CARLISLE ST,666214
129787,,,LODI,STREET,,,LODI ST,741175
129788,,,LONG VUE,TERRACE,,,LONG VUE TER,551276
129789,,,NANITA,STREET,,,NANITA ST,859178
129790,,,NAPLES,ROAD,,,NAPLES RD,764408
129791,,,NARRAGANSETT,AVENUE,,,NARRAGANSETT AVE,748076
129792,,,NASHOBA,PLACE,,,NASHOBA PL,725367
129793,,,NASHUA,STREET,,,NASHUA ST,752285
129794,,,LAMAR,AVENUE,,,LAMAR AVE,817158
129795,,,ROSEMARY,STREET,,,ROSEMARY ST,814210
129796,,,SHEFFIELD,ROAD,,,SHEFFIELD RD,711264
129797,,,SHELBY,PLACE,,,SHELBY PL,771228
129798,,,SHELBY,STREET,,,SHELBY ST,772227
129799,,,SHEPARD,STREET,,,SHEPARD ST,709183
129800,,,SHERBROOK,AVENUE,,,SHERBROOK AVE,865225
129801,,,SHERBURNE,AVENUE,,,SHERBURNE AVE,733335
129802,,,SHERER,TRAIL,,,SHERER TRAIL,610159
129803,,,SHERIDAN,STREET,,,SHERIDAN ST,730141
130248,,,SOUTHER,DRIVE,,,SOUTHER DR,625199
130249,,,SOUTHERN,AVENUE,,,SOUTHERN AVE,650122
130250,,,SOUTHGATE,PLACE,,,SOUTHGATE PL,719155
130251,,,SOUTHGATE,STREET,,,SOUTHGATE ST,707152
130252,,,SOUTHOLD,ROAD,,,SOUTHOLD RD,749053
130253,,,SOUTHVIEW,ROAD,,,SOUTHVIEW RD,691415
130254,,,SOUTHWEST,CUTOFF,,,SOUTHWEST CUTOFF,833064
130255,,,SPRAGUE,LANE,,,SPRAGUE LN,847088
130256,,,SQUANTUM,STREET,,,SQUANTUM ST,798364
130257,,,STANDISH,STREET,,,STANDISH ST,813170
130258,,,STARK,ROAD,,,STARK RD,587280
130259,,,ROGERS,STREET,,,ROGERS ST,831154
130260,,,HADWEN,ROAD,,,HADWEN RD,655226
130261,,,IDALLA,AVENUE,,,IDALLA AVE,758454
130262,,,IDALLA,ROAD,,,IDALLA RD,769458
130263,,,IDEAL,TERRACE,,,IDEAL TER,898138
130264,,,ILLINOIS,COURT,,,ILLINOIS CT,696151
130265,,,ILLINOIS,STREET,,,ILLINOIS ST,693149
130266,,,IMPERIAL,PLACE,,,IMPERIAL PL,813241
130267,,,IMPERIAL,ROAD,,,IMPERIAL RD,811241
130268,,,INDIAN HILL,ROAD,,,INDIAN HILL RD,710381
130269,,,INDIAN LAKE,PARKWAY,,,INDIAN LAKE PKWY,719311
130270,,,INDIANA,STREET,,,INDIANA ST,810149
130271,,,INGALLS,STREET,,,INGALLS ST,760178
130272,,,INGLESIDE,AVENUE,,,INGLESIDE AVE,802183
130273,,,INMAN,AVENUE,,,INMAN AVE,678347
130274,,,INSTITUTE,ROAD,,,INSTITUTE RD,724246
130275,,,INTERVALE,ROAD,,,INTERVALE RD,668250
130276,,,INWOOD,ROAD,,,INWOOD RD,781392
130277,,,IONIC,AVENUE,,,IONIC AVE,734194
130278,,,IOWA,STREET,,,IOWA ST,647258
130279,,,IRENE,STREET,,,IRENE ST,667150
130280,,,IRVING,STREET,,,IRVING ST,732204
130281,,,ISABELLA,STREET,,,ISABELLA ST,655179
130282,,,ISLESBORO,STREET,,,ISLESBORO ST,773467
130283,,,ITAM,COURT,,,ITAM CT,778216
130284,,,IVAH,STREET,,,IVAH ST,788249
130285,,,IVERNIA,ROAD,,,IVERNIA RD,778417
130286,,,IVERS,STREET,,,IVERS ST,769305
130287,,,IVY,STREET,,,IVY ST,847091
130288,,,JACKSON,STREET,,,JACKSON ST,727183
130289,,,JAMES,STREET,,,JAMES ST,613092
130290,,,JAQUES,AVENUE,,,JAQUES AVE,715197
130291,,,JAY,STREET,,,JAY ST,761082
130292,,,JEANETTE,STREET,,,JEANETTE ST,831191
130293,,,JEFFERSON,STREET,,,JEFFERSON ST,761175
