OBJECTID,PRE_DIR_TX,PRE_TYPE_T,NAME_TX,SUF_TYPE_T,SUF_DIR_TX,SUFFIX_TX,FULL_NAME,NEW_NM_ID
130339,,,GALATIN,STREET,,,GALATIN ST,806390
130340,,,GAMBIER,AVENUE,,,GAMBIER AVE,797162
130341,,,GARDEN,STREET,,,GARDEN ST,753259
130342,,,GARDNER,STREET,,,GARDNER ST,705163
130343,,,GARDNER,TERRACE,,,GARDNER TER,700168
130344,,,GARLAND,STREET,,,GARLAND ST,657168
130345,,,GARNET,STREET,,,GARNET ST,805059
130346,,,GARRISON,AVENUE,,,GARRISON AVE,798397
130347,,,GASKILL,ROAD,,,GASKILL RD,653275
130348,,,GATES,CIRCLE,,,GATES CIR,625154
130349,,,GATES,LANE,,,GATES LN,631152
130350,,,GATES,ROAD,,,GATES RD,629154
130351,,,GATES,STREET,,,GATES ST,693156
130352,,,GAYLORD,STREET,,,GAYLORD ST,698320
130353,,,GEDIMINAS,STREET,,,GEDIMINAS ST,746133
130354,,,GENESEE,STREET,,,GENESEE ST,619111
130355,,,GENEVA,STREET,,,GENEVA ST,663206
130356,,,GENOA,STREET,,,GENOA ST,652184
130357,,,GENSELL,AVENUE,,,GENSELL AVE,805072
130358,,,GEORGE,STREET,,,GEORGE ST,745228
130467,,,WAMSUTTA,AVENUE,,,WAMSUTTA AVE,641210
130468,,,WAPITI,DRIVE,,,WAPITI DR,879176
130469,,,WARD,STREET,,,WARD ST,753164
130470,,,WARD FARM,CIRCLE,,,WARD FARM CIR,605176
130471,,,WARDEN,STREET,,,WARDEN ST,833247
130472,,,WARE,STREET,,,WARE ST,614208
130473,,,WARING,CIRCLE,,,WARING CIR,646342
130474,,,WARMLAND,STREET,,,WARMLAND ST,761068
130475,,,WARNER,AVENUE,,,WARNER AVE,822172
130476,,,WARWICK,STREET,,,WARWICK ST,707093
130477,,,WASHBURN,STREET,,,WASHBURN ST,726146
130478,,,WASHINGTON,SQUARE,,,WASHINGTON SQ,764205
130479,,,WASHINGTON,STREET,,,WASHINGTON ST,749182
130480,,,WASILLA,DRIVE,,,WASILLA DR,837149
130481,,,WATER,STREET,,,WATER ST,761187
130482,,,WATERFORD,DRIVE,,,WATERFORD DR,639194
130483,,,WATERMAN,STREET,,,WATERMAN ST,630109
130484,,,WATSON,AVENUE,,,WATSON AVE,754351
130485,,,WATT,ROAD,,,WATT RD,715393
130486,,,WAUCANTUCK,ROAD,,,WAUCANTUCK RD,769455
130487,,,WAUWINET,ROAD,,,WAUWINET RD,857293
130488,,,WAVERLY,STREET,,,WAVERLY ST,769185
130489,,,WAWECUS,ROAD,,,WAWECUS RD,778315
130490,,,WAYCROSS,STREET,,,WAYCROSS ST,701320
130491,,,WAYNE,STREET,,,WAYNE ST,643149
130492,,,WAYNE,TERRACE,,,WAYNE TER,643142
130493,,,WAYSIDE,ROAD,,,WAYSIDE RD,826341
130494,,,WEATHERSTONE,DRIVE,,,WEATHERSTONE DR,870106
130495,,,WEBSTER,COURT,,,WEBSTER CT,660136
130496,,,WEBSTER,PLACE,,,WEBSTER PL,653125
130497,,,WEBSTER,SQUARE,,,WEBSTER SQ,663144
130498,,,WEBSTER,STREET,,,WEBSTER ST,659112
130499,,,WEDEN,LANE,,,WEDEN LN,759054
130500,,,WEDGEWOOD,ROAD,,,WEDGEWOOD RD,552290
130501,,,WEETAMOE,STREET,,,WEETAMOE ST,626202
130502,,,WELCOME,STREET,,,WELCOME ST,793394
130503,,,WELDON,AVENUE,,,WELDON AVE,785100
130504,,,WELLESLEY,AVENUE,,,WELLESLEY AVE,825299
130505,,,WELLINGTON,STREET,,,WELLINGTON ST,726197
130506,,,WELLS,STREET,,,WELLS ST,834238
130507,,,WENDELL,TERRACE,,,WENDELL TER,698214
130508,,,WENDOVER,ROAD,,,WENDOVER RD,725437
130509,,,WENTWORTH,STREET,,,WENTWORTH ST,632149
130510,,,WESBY,STREET,,,WESBY ST,735230
130511,,,WESCOTT,STREET,,,WESCOTT ST,600171
130512,,,WEST,STREET,,,WEST ST,726235
130513,,,WEST BOYLSTON,DRIVE,,,WEST BOYLSTON DR,739342
130514,,,WEST BOYLSTON,STREET,,,WEST BOYLSTON ST,758398
130515,,,WEST BOYLSTON,TERRACE,,,WEST BOYLSTON TER,739317
130516,,,WEST HILL,DRIVE,,,WEST HILL DR,654324
130517,,,WEST PINE,LANE,,,WEST PINE LN,638285
130518,,,WESTBOROUGH,STREET,,,WESTBOROUGH ST,913123
130519,,,WESTBROOK,CIRCLE,,,WESTBROOK CIR,669269
130625,,,FITTON,AVENUE,,,FITTON AVE,722129
130626,,,KIMBALL,ROAD,,,KIMBALL RD,728128
130627,,,LOYOLA,ROAD,,,LOYOLA RD,736121
130628,,,MCCARTHY,LANE,,,MCCARTHY LN,739116
130629,,,EASY,STREET,,,EASY ST,733118
130630,,,LOWER EASY,STREET,,,LOWER EASY ST,731121
130631,,,UPPER CAMPUS,ROAD,,,UPPER CAMPUS RD,727116
130632,,,HABERLIN,ROAD,,,HABERLIN RD,721121
130633,,,LINDEN,LANE,,,LINDEN LN,720122
130634,,,JASPER,STREET,,,JASPER ST,738203
130635,,,IDAHO,STREET,,,IDAHO ST,649368
130636,,,WALMART,WAY,,,WALMART WAY,780099
130637,,,WYOMING,SITE,,,WYOMING SITE,746231
130638,,,PAUL CLANCY,WAY,,,PAUL CLANCY WAY,759112
130639,,,GENERAL FOCH,AVENUE,,,GENERAL FOCH AVE,815225
130640,,,FRANCIS R. CARROLL,PLAZA,,,FRANCIS R. CARROLL PLZ,740202
130641,SOUTH,,MAXWELL,COURT,,,SOUTH MAXWELL CT,750126
129805,,,SHERWOOD,ROAD,,,SHERWOOD RD,648231
129806,,,SHIRLEY,STREET,,,SHIRLEY ST,680173
129807,,,ROSEMONT,ROAD,,,ROSEMONT RD,722300
129808,,,ROSEWOOD,DRIVE,,,ROSEWOOD DR,646205
129809,,,ROSITA,ROAD,,,ROSITA RD,727313
129810,,,ROSSLARE,DRIVE,,,ROSSLARE DR,645195
129811,,,ROWENA,STREET,,,ROWENA ST,788385
129812,,,ROXBURY,STREET,,,ROXBURY ST,715232
129813,,,ROY,STREET,,,ROY ST,668185
129814,,,ROYAL,ROAD,,,ROYAL RD,641094
129815,,,ROYCROFT,ROAD,,,ROYCROFT RD,763408
129816,,,RUDOLPH,STREET,,,RUDOLPH ST,832158
129817,,,RUGBY,STREET,,,RUGBY ST,802168
129818,,,RUMFORD,AVENUE,,,RUMFORD AVE,730270
129819,,,RUPERT,STREET,,,RUPERT ST,649215
129820,,,RURAL,STREET,,,RURAL ST,880134
129821,,,RUSSELL,STREET,,,RUSSELL ST,708226
129822,,,RUSSELL CALVIN,DRIVE,,,RUSSELL CALVIN DR,661372
129823,,,RUSTIC,DRIVE,,,RUSTIC DR,634278
129824,,,RUTH,STREET,,,RUTH ST,646219
129825,,,CATALPA,CIRCLE,,,CATALPA CIR,628146
129826,,,CATALPA,STREET,,,CATALPA ST,634145
129827,,,CATARACT,STREET,,,CATARACT ST,579294
129828,,,CATAUMET,STREET,,,CATAUMET ST,791363
129829,,,CATHARINE,STREET,,,CATHARINE ST,773254
129830,,,CATON,ROAD,,,CATON RD,599300
129831,,,CEDAR,STREET,,,CEDAR ST,723223
129832,,,CENTER,STREET,,,CENTER ST,614180
129833,,,CHADWICK,STREET,,,CHADWICK ST,724296
129834,,,CHALMERS,ROAD,,,CHALMERS RD,679243
129835,,,CHAMBERLAIN,PARKWAY,,,CHAMBERLAIN PKWY,655248
129836,,,CHAMBERS,STREET,,,CHAMBERS ST,760438
129837,,,CHANDLER,COURT,,,CHANDLER CT,730200
129838,,,CHANDLER,STREET,,,CHANDLER ST,656215
129839,,,CHANNING,STREET,,,CHANNING ST,775261
129840,,,CHANNING,WAY,,,CHANNING WAY,771250
129841,,,CHAPIN,STREET,,,CHAPIN ST,773167
129842,,,CHARLOTTE,STREET,,,CHARLOTTE ST,686176
129843,,,CHARLTON,STREET,,,CHARLTON ST,731190
129844,,,CHASE,COURT,,,CHASE CT,740207
129845,,,CHATANIKA,AVENUE,,,CHATANIKA AVE,571277
129846,,,CHATHAM,STREET,,,CHATHAM ST,730207
129847,,,CHATHAM VILLAGE,ROAD,,,CHATHAM VILLAGE RD,777373
129848,,,CHEEVER,STREET,,,CHEEVER ST,712136
129849,,,CHELSEA,STREET,,,CHELSEA ST,715136
129850,,,CHENEY,STREET,,,CHENEY ST,693159
129851,,,CHEQUESSET,ROAD,,,CHEQUESSET RD,856277
129852,,,CHEROKEE,ROAD,,,CHEROKEE RD,715369
129853,,,CHESHIRE,ROAD,,,CHESHIRE RD,762367
129854,,,CHESTER,STREET,,,CHESTER ST,676361
129855,,,CHESTER,TERRACE,,,CHESTER TER,664377
129856,,,CHESTERFIELD,ROAD,,,CHESTERFIELD RD,617272
129857,,,CHESTNUT,STREET,,,CHESTNUT ST,738219
129858,,,CHESTNUT HILL,LANE,,,CHESTNUT HILL LN,652362
129972,,,HILLSBORO,ROAD,,,HILLSBORO RD,794349
129973,,,HILLSIDE,STREET,,,HILLSIDE ST,759154
129974,,,JUDSON,ROAD,,,JUDSON RD,721309
129975,,,JULIEN,AVENUE,,,JULIEN AVE,834113
129976,,,JUNE,STREET,,,JUNE ST,649210
129977,,,KALMAR,STREET,,,KALMAR ST,765356
129978,,,KANES,CROSSING,,,KANES CROSSING,692308
129979,,,KAY,STREET,,,KAY ST,613228
129980,,,KEACH,AVENUE,,,KEACH AVE,747079
129981,,,KEEN,STREET,,,KEEN ST,621085
129982,,,KEESE,STREET,,,KEESE ST,768194
129983,,,KELLEY,STREET,,,KELLEY ST,801327
129984,,,KENBERMA,ROAD,,,KENBERMA RD,796153
129985,,,KENDALL,STREET,,,KENDALL ST,767248
129986,,,KENDRICK,AVENUE,,,KENDRICK AVE,759367
129987,,,KENMORE,STREET,,,KENMORE ST,750442
129988,,,KENNEBEC,STREET,,,KENNEBEC ST,771468
129989,,,KENSINGTON,ROAD,,,KENSINGTON RD,653255
129990,,,KENYON,AVENUE,,,KENYON AVE,799162
129991,,,KING,STREET,,,KING ST,707190
129992,,,KINGSBURY,STREET,,,KINGSBURY ST,703189
129993,,,KINGSDALE,STREET,,,KINGSDALE ST,697364
129994,,,KINNEY,DRIVE,,,KINNEY DR,597277
129995,,,KINNICUTT,ROAD,,,KINNICUTT RD,673269
129996,,,KIRKLAND,STREET,,,KIRKLAND ST,804145
129997,,,KITTERING,WAY,,,KITTERING WAY,639363
129998,,,KNAPP,AVENUE,,,KNAPP AVE,669344
129999,,,KNIGHT,STREET,,,KNIGHT ST,846332
130000,,,KNIGHTSBRIDGE,CLOSE,,,KNIGHTSBRIDGE CLOSE,635366
130001,,,KNOLLWOOD,DRIVE,,,KNOLLWOOD DR,671290
130002,,,KNOWLES,ROAD,,,KNOWLES RD,645199
130003,,,KNOWLTON,AVENUE,,,KNOWLTON AVE,667140
130004,,,KOPING,STREET,,,KOPING ST,776137
130005,,,KOSTA,STREET,,,KOSTA ST,761087
130006,,,LACHAPELLE,STREET,,,LACHAPELLE ST,847153
130007,,,LACONIA,ROAD,,,LACONIA RD,704304
130008,,,LADYBANK,ROAD,,,LADYBANK RD,766450
130009,,,LAFAYETTE,STREET,,,LAFAYETTE ST,740172
130010,,,LAGRANGE,STREET,,,LAGRANGE ST,725181
130011,,,OAKHURST,STREET,,,OAKHURST ST,851325
130012,,,OAKLAND,STREET,,,OAKLAND ST,659125
130013,,,OAKMONT,ROAD,,,OAKMONT RD,773476
130014,,,OAKWOOD,LANE,,,OAKWOOD LN,867114
130015,,,OAKWOOD,PLACE,,,OAKWOOD PL,774245
130016,,,OCKWAY,STREET,,,OCKWAY ST,877140
130017,,,ODEN,AVENUE,,,ODEN AVE,808249
130018,,,OGDEN,TERRACE,,,OGDEN TER,755437
130019,,,OLD COLONY,ROAD,,,OLD COLONY RD,684296
130020,,,OLD BROOK,DRIVE,,,OLD BROOK DR,648311
130021,,,OLD ENGLISH,ROAD,,,OLD ENGLISH RD,660321
130022,,,BALDWIN,STREET,,,BALDWIN ST,852149
130023,,,BALIS,AVENUE,,,BALIS AVE,863105
130024,,,BALL,STREET,,,BALL ST,646154
130026,,,BALMORAL,STREET,,,BALMORAL ST,613290
130138,,,LOVELL,DRIVE,,,LOVELL DR,665188
130139,,,LOWELL,COURT,,,LOWELL CT,678153
130140,,,LOXWOOD,STREET,,,LOXWOOD ST,779137
130141,,,LULEA,STREET,,,LULEA ST,718318
130142,,,LUNDBERG,STREET,,,LUNDBERG ST,767071
130143,,,LYFORD,STREET,,,LYFORD ST,768293
130144,,,MADISON,STREET,,,MADISON ST,744188
130145,,,MALLARD,ROAD,,,MALLARD RD,747062
130146,,,MANILA,STREET,,,MANILA ST,683255
130147,,,MANOMET,STREET,,,MANOMET ST,648156
130148,,,MANOR,STREET,,,MANOR ST,651214
130149,,,MAPLE,TERRACE,,,MAPLE TER,742219
130150,,,MAPLELEAF,ROAD,,,MAPLELEAF RD,600266
130151,,,MAPLEWOOD,AVENUE,,,MAPLEWOOD AVE,789493
130152,,,MARANDA,STREET,,,MARANDA ST,837158
130153,,,MARAVISTA,ROAD,,,MARAVISTA RD,731437
130154,,,MARBLE,STREET,,,MARBLE ST,674158
130155,,,MARCHEN,DRIVE,,,MARCHEN DR,705423
130156,,,MARCIUS,ROAD,,,MARCIUS RD,810055
130157,,,MARCONI,ROAD,,,MARCONI RD,713391
130158,,,MARCY,STREET,,,MARCY ST,642213
130159,,,MARDEN,STREET,,,MARDEN ST,766343
130160,,,MARGIN,STREET,,,MARGIN ST,873124
130161,,,MARION,AVENUE,,,MARION AVE,774164
130162,,,MARJORIE,STREET,,,MARJORIE ST,842171
130163,,,MARLAND,COURT,,,MARLAND CT,771405
130164,,,MARLAND,ROAD,,,MARLAND RD,767406
130165,,,MARMION,AVENUE,,,MARMION AVE,772356
130166,,,MARS,STREET,,,MARS ST,762128
130167,,,MARSH,AVENUE,,,MARSH AVE,808308
130168,,,MARTHA,AVENUE,,,MARTHA AVE,777348
130169,,,MARWOOD,ROAD,,,MARWOOD RD,623264
130170,,,MARY SCANO,DRIVE,,,MARY SCANO DR,807252
130171,,,MASON,COURT,,,MASON CT,695194
130172,,,MASON,STREET,,,MASON ST,698198
130173,,,MATTEO,STREET,,,MATTEO ST,794454
130174,,,MATTSON,AVENUE,,,MATTSON AVE,733342
130175,,,MAURICE,STREET,,,MAURICE ST,830159
130176,,,MAXDALE,ROAD,,,MAXDALE RD,618261
130177,,,MAXWELL,COURT,,,MAXWELL CT,750127
130178,,,MAXWELL,STREET,,,MAXWELL ST,751128
130179,,,MAYBROOK,PLACE,,,MAYBROOK PL,676190
130180,,,MAYFAIR,STREET,,,MAYFAIR ST,670191
130181,,,MAYFLOWER,CIRCLE,,,MAYFLOWER CIR,776389
130182,,,MAYSIDE,LANE,,,MAYSIDE LN,703184
130183,,,MAYWOOD,STREET,,,MAYWOOD ST,675171
130184,,,MCFARLAND,COURT,,,MCFARLAND CT,785197
130185,,,MCGILL,STREET,,,MCGILL ST,747109
130186,,,MCKEON,ROAD,,,MCKEON RD,740121
130187,,,NATHANIEL,COURT,,,NATHANIEL CT,887114
130188,,,NATHANIEL,STREET,,,NATHANIEL ST,885115
130189,,,NATICK,STREET,,,NATICK ST,839245
130190,,,NATURAL HISTORY,DRIVE,,,NATURAL HISTORY DR,861294
130191,,,NATURAL HISTORY,ROAD,,,NATURAL HISTORY RD,857304
130192,,,NAVASOTA,AVENUE,,,NAVASOTA AVE,574277
129695,,,SYME,STREET,,,SYME ST,763148
129696,,,TACONIC,ROAD,,,TACONIC RD,853282
129697,,,TAHANTO,ROAD,,,TAHANTO RD,654243
129698,,,BLAIR,STREET,,,BLAIR ST,643271
129699,,,BLAKE,STREET,,,BLAKE ST,763180
129700,,,BLANCHE,STREET,,,BLANCHE ST,761173
129701,,,BLEEKER,STREET,,,BLEEKER ST,793192
129702,,,BLITHEWOOD,AVENUE,,,BLITHEWOOD AVE,861111
129703,,,GRAFTON,STREET,,,GRAFTON ST,830163
129704,,,GRAHAM,STREET,,,GRAHAM ST,608105
129705,,,GRAMMONT,ROAD,,,GRAMMONT RD,765122
129706,,,GRANBY,ROAD,,,GRANBY RD,814243
129707,,,GRAND,STREET,,,GRAND ST,702155
129708,,,GRAND VIEW,AVENUE,,,GRAND VIEW AVE,611120
129709,,,GRANITE,STREET,,,GRANITE ST,797097
129710,,,GRANVILLE,AVENUE,,,GRANVILLE AVE,769368
129711,,,GRAYSTONE,CIRCLE,,,GRAYSTONE CIR,786346
129712,,,GREAT BROOK VALLEY,AVENUE,,,GREAT BROOK VALLEY AVE,843357
129713,,,GREAT POST,ROAD,,,GREAT POST RD,579129
129714,,,GREEN,STREET,,,GREEN ST,754190
129715,,,GREEN FARMS,ROAD,,,GREEN FARMS RD,666381
129716,,,GREEN HILL,PARKWAY,,,GREEN HILL PKWY,791277
129717,,,GREENBRIAR,LANE,,,GREENBRIAR LN,659277
129718,,,GREENBUSH,ROAD,,,GREENBUSH RD,838127
129719,,,GREENCOURT,STREET,,,GREENCOURT ST,836138
129720,,,GREENDALE,AVENUE,,,GREENDALE AVE,762375
129721,,,GREENFIELD,STREET,,,GREENFIELD ST,815144
129722,,,GREENHALGE,STREET,,,GREENHALGE ST,842121
129723,,,GREEN HILL,AVENUE,,,GREEN HILL AVE,814298
129724,,,GREENLEAF,TERRACE,,,GREENLEAF TER,675239
129725,,,GREENSIDE,LANE,,,GREENSIDE LN,626299
129726,,,GREENVIEW,LANE,,,GREENVIEW LN,628296
129727,,,GREENWICH,COURT,,,GREENWICH CT,631362
129728,,,GREENWOOD,STREET,,,GREENWOOD ST,757058
129729,,,GRENADA,STREET,,,GRENADA ST,609274
129730,,,GREYBERT,LANE,,,GREYBERT LN,609248
129731,,,GROSVENOR,STREET,,,GROSVENOR ST,743175
129732,,,GROTON,PLACE,,,GROTON PL,787198
129733,,,GROUT,COURT,,,GROUT CT,708169
129734,,,GROVE,STREET,,,GROVE ST,705318
129735,,,GROVE HEIGHTS,DRIVE,,,GROVE HEIGHTS DR,683374
129736,,,GUILFORD,STREET,,,GUILFORD ST,767467
129737,,,GUNNARSON,ROAD,,,GUNNARSON RD,771386
129738,,,HACKER,COURT,,,HACKER CT,700143
129739,,,HACKFELD,ROAD,,,HACKFELD RD,715242
129740,,,HADWEN,LANE,,,HADWEN LN,664236
129741,,,TOWER,STREET,,,TOWER ST,732324
129742,,,TREVOR,LANE,,,TREVOR LN,663371
129743,,,TRISTAN,COURT,,,TRISTAN CT,629285
129744,,,TRURO,STREET,,,TRURO ST,630107
129745,,,TUPELO,ROAD,,,TUPELO RD,779410
129746,,,VALLEY HILL,LANE,,,VALLEY HILL LN,693261
129859,,,CHEVY CHASE,ROAD,,,CHEVY CHASE RD,708412
130027,,,BALTIC,ROAD,,,BALTIC RD,767121
130028,,,BANCROFT,STREET,,,BANCROFT ST,700197
130029,,,BANCROFT TOWER,ROAD,,,BANCROFT TOWER RD,706257
130030,,,BANGOR,STREET,,,BANGOR ST,844168
130031,,,BARBARA,LANE,,,BARBARA LN,779198
130032,,,BARBER,AVENUE,,,BARBER AVE,752342
130033,,,BARCLAY,STREET,,,BARCLAY ST,779177
130034,,,BARNARD,ROAD,,,BARNARD RD,765315
130035,,,BARNES,AVENUE,,,BARNES AVE,728310
130036,,,BARNSTABLE,ROAD,,,BARNSTABLE RD,703318
130037,,,BARR,STREET,,,BARR ST,640248
130038,,,BARRETT,AVENUE,,,BARRETT AVE,676350
130039,,,BARROWS,ROAD,,,BARROWS RD,620353
130040,,,BARRY,ROAD,,,BARRY RD,649354
130041,,,BARTON,PLACE,,,BARTON PL,741209
130042,,,BATAVIA,STREET,,,BATAVIA ST,809152
130043,,,BAUER,STREET,WEST,,BAUER ST WEST,598115
130044,,,BEVERLY,ROAD,,,BEVERLY RD,796335
130045,,,BLITHEWOOD,TERRACE,,,BLITHEWOOD TER,843115
130046,,,BLODGETT,PLACE,,,BLODGETT PL,783252
130047,,,BLUFF,STREET,,,BLUFF ST,701195
130048,,,BONAIR,ROAD,,,BONAIR RD,892101
130049,,,BONNYBROOK,ROAD,,,BONNYBROOK RD,703380
130050,,,BORAS,STREET,,,BORAS ST,754106
130051,,,BOSTON,AVENUE,,,BOSTON AVE,853184
130052,,,BOTANY BAY,ROAD,,,BOTANY BAY RD,641197
130053,,,BOTHNIA,STREET,,,BOTHNIA ST,748105
130054,,,BOWDITCH,DRIVE,,,BOWDITCH DR,855341
130055,,,BOWDOIN,STREET,,,BOWDOIN ST,733227
130056,,,BOWLING GREEN,LANE,,,BOWLING GREEN LN,551288
130057,,,BOYCE,STREET,,,BOYCE ST,653087
130058,,,BOYD,STREET,,,BOYD ST,730324
130059,,,BOYLSTON,STREET,,,BOYLSTON ST,844346
130060,,,LEO TURO,WAY,,,LEO TURO WAY,771210
130061,,,BRANCH,STREET,,,BRANCH ST,788187
130062,,,BRANTWOOD,ROAD,,,BRANTWOOD RD,626258
130063,,,BRECK,STREET,,,BRECK ST,789261
130064,,,BREEZE,DRIVE,,,BREEZE DR,612232
130065,,,BREWER,STREET,,,BREWER ST,617329
130066,,,BRIAR,LANE,,,BRIAR LN,817417
130067,,,BRIDEN,STREET,,,BRIDEN ST,753261
130068,,,BRIDLE,PATH,,,BRIDLE PATH,882172
130069,,,BRIERWAY,DRIVE,,,BRIERWAY DR,850106
130070,,,BRITTAN,LANE,,,BRITTAN LN,779292
130071,,,BROOK HILL,DRIVE,,,BROOK HILL DR,649318
130072,,,BUTTON,STREET,,,BUTTON ST,768422
130073,,,CABOT,STREET,,,CABOT ST,653173
130074,,,CADORNA,ROAD,,,CADORNA RD,851277
130075,,,CALMIA,STREET,,,CALMIA ST,672214
130076,,,CAMASSA,TERRACE,,,CAMASSA TER,798225
130077,,,CAMBRIDGE,PLACE,,,CAMBRIDGE PL,738144
130078,,,CAMDEN,AVENUE,,,CAMDEN AVE,812143
130079,,,CAMERON,STREET,,,CAMERON ST,824224
130080,,,CANDLEWOOD,PLACE,,,CANDLEWOOD PL,817402
130193,,,NEBRASKA,STREET,,,NEBRASKA ST,803227
130194,,,NEEL,ROAD,,,NEEL RD,663385
130195,,,NELSON,PLACE,,,NELSON PL,690329
130196,,,NELSON PARK,DRIVE,,,NELSON PARK DR,690333
130197,,,WOODRIDGE,ROAD,,,WOODRIDGE RD,764368
130198,,,WOODROW,STREET,,,WOODROW ST,857200
130199,,,WOODS,AVENUE,,,WOODS AVE,694410
130200,,,WOODWARD,STREET,,,WOODWARD ST,709136
130201,,,WOOLFENDEN,STREET,,,WOOLFENDEN ST,692100
130202,,,MAJOR TAYLOR,BOULEVARD,,,MAJOR TAYLOR BLVD,755219
130203,,,WORTH,STREET,,,WORTH ST,751162
130204,,,DORISTA J GOLDSBERRY,DRIVE,,,DORISTA J GOLDSBERRY DR,821256
130205,,,WYMAN,STREET,,,WYMAN ST,697163
130206,,,WYOLA,DRIVE,,,WYOLA DR,619157
130207,,,SOHEILI,CIRCLE,,,SOHEILI CIR,584291
130208,,,YALE,STREET,,,YALE ST,684259
130209,,,YOUNG,STREET,,,YOUNG ST,639135
130210,,,YUKON,AVENUE,,,YUKON AVE,836353
130211,,,YVETTE,STREET,,,YVETTE ST,841176
130212,,,YWCA,WAY,,,YWCA WAY,749197
130213,,,ZENITH,DRIVE,,,ZENITH DR,633215
130214,,,PASSWAY 5,,,,PASSWAY FIVE,597190
130215,,,PASSWAY 4,,,,PASSWAY FOUR,598193
130216,,,PASSWAY 6,,,,PASSWAY SIX,595189
130217,,,PASSWAY 3,,,,PASSWAY THREE,601197
130218,,,NEW,STREET,,EXTENSION,NEW ST EXT,763294
130219,EAST,,CENTRAL,STREET,,,EAST CENTRAL ST,770218
130220,EAST,,KENDALL,STREET,,,EAST KENDALL ST,781247
130221,EAST,,LAKE,STREET,,,EAST LAKE ST,880172
130222,EAST,,SHELBY,STREET,,,EAST SHELBY ST,779226
130223,NORTH,,ASHLAND,STREET,,,NORTH ASHLAND ST,731230
130224,,,TAMPA,STREET,,,TAMPA ST,825239
130225,,,FROSTHOLM,STREET,,,FROSTHOLM ST,740325
130226,,,SHOREHAM,STREET,,,SHOREHAM ST,704353
130227,,,SHORT,STREET,,,SHORT ST,872129
130228,,,SHREWSBURY,STREET,,,SHREWSBURY ST,797227
130229,,,SIERRA,STREET,,,SIERRA ST,623252
130230,,,SIGEL,STREET,,,SIGEL ST,742167
130231,,,SIGOURNEY,STREET,,,SIGOURNEY ST,748284
130232,,,SILVER,STREET,,,SILVER ST,704180
130233,,,SILVER SPRUCE,CIRCLE,,,SILVER SPRUCE CIR,653358
130234,,,SIMMONS,AVENUE,,,SIMMONS AVE,820303
130235,,,SIMONE,STREET,,,SIMONE ST,835157
130236,,,SKYLINE,DRIVE,,,SKYLINE DR,805260
130237,,,SMITH,LANE,,,SMITH LN,697393
130238,,,SMITH,STREET,,,SMITH ST,773392
130239,,,SMITHFIELD,ROAD,,,SMITHFIELD RD,709414
130240,,,SNOWY OWL,LANE,,,SNOWY OWL LN,645370
130241,,,SNYDER,COURT,,,SNYDER CT,753099
130242,,,SOLFERINO,STREET,,,SOLFERINO ST,833236
130243,,,SOMERVILLE,ROAD,,,SOMERVILLE RD,840131
130244,,,SONOMA,DRIVE,,,SONOMA DR,863288
130245,,,SORRENTO,STREET,,,SORRENTO ST,607277
130246,,,SOUTH,STREET,,,SOUTH ST,774165
130359,,,GERMAIN,STREET,,,GERMAIN ST,700242
130360,,,GERTRUDE,AVENUE,,,GERTRUDE AVE,747232
130361,,,GIBBS,STREET,,,GIBBS ST,781105
130362,,,GIFFORD,DRIVE,,,GIFFORD DR,727314
130363,,,GILMAN,STREET,,,GILMAN ST,768290
130364,,,GLADE,STREET,,,GLADE ST,709113
130365,,,GLADSTONE,STREET,,,GLADSTONE ST,720151
130366,,,GLEN,STREET,,,GLEN ST,769236
130367,,,GLEN ELLEN,ROAD,,,GLEN ELLEN RD,557263
130368,,,GLENBROOK,LANE,,,GLENBROOK LN,614302
130369,,,GUILD,ROAD,,,GUILD RD,642265
130370,,,HACKER,STREET,,,HACKER ST,701143
130371,,,HALCYON,DRIVE,,,HALCYON DR,810357
130372,,,HALE,STREET,,,HALE ST,795178
130373,,,HALL,STREET,,,HALL ST,709249
130374,,,HALMSTAD,STREET,,,HALMSTAD ST,761090
130375,,,HAMILL,ROAD,,,HAMILL RD,643223
130376,,,ROSE,STREET,,,ROSE ST,760126
130377,,,VINTON,STREET,,,VINTON ST,768287
130378,,,VIVIAN,STREET,,,VIVIAN ST,628112
130379,,,WACONAH,ROAD,,,WACONAH RD,723275
130380,,,WALCOTT,STREET,,,WALCOTT ST,694099
130381,,,WHITTEN,STREET,,,WHITTEN ST,801333
130382,,,GORDON,STREET,,,GORDON ST,828192
130383,,,ZOAR,STREET,,,ZOAR ST,834115
130384,,,WALLER,AVENUE,,,WALLER AVE,669140
130385,NORTH,,STEELE,STREET,,,NORTH STEELE ST,745095
130386,NORTH,,WOODFORD,STREET,,,NORTH WOODFORD ST,773150
130387,SOUTH,,BUFFUM,STREET,,,SOUTH BUFFUM ST,653154
130388,SOUTH,,CAMBRIDGE,STREET,,,SOUTH CAMBRIDGE ST,726139
130389,SOUTH,,CRYSTAL,STREET,,,SOUTH CRYSTAL ST,691141
130390,SOUTH,,EDLIN,STREET,,,SOUTH EDLIN ST,644086
130391,SOUTH,,FLAGG,STREET,,,SOUTH FLAGG ST,644244
130392,SOUTH,,HARLEM,STREET,,,SOUTH HARLEM ST,748145
130393,SOUTH,,LUDLOW,STREET,,,SOUTH LUDLOW ST,616087
130394,WEST,,UPSALA,STREET,,,WEST UPSALA ST,755135
